DAY,TIME,WEATHER,INTERSECTION
3,1436,A,7TH ST_XIMENO AV
4,1710,A,ORANGE AV_PACIFIC COAST HWY
5,1200,A,WARDLOW RD_PACIFIC PL
5,1636,A,PACIFIC COAST HWY_ORANGE AV
6,2150,A,PACIFIC COAST HWY_CHERRY AV
6,1413,A,ANAHEIM ST_TEMPLE AV
6,1134,A,7TH ST_ORANGE AV
6,951,A,7TH ST_ATLANTIC AV
6,652,A,7TH ST_BELLFLOWER BL
7,1110,A,ANAHEIM ST_WALNUT AV
1,1830,A,BROADWAY_CHERRY
1,1808,A,PACIFIC COAST HWY_MAGNOLIA AV
2,1036,A,7TH ST_CHANNEL DR
3,1635,A,PARAMOUNT BL_SOUTH ST
4,31,A,PACIFIC COAST HWY_HARBOR AV
5,2031,A,OCEAN BL_PINE AV
5,2050,A,REDONDO AV_ANAHEIM ST
5,1014,A,BELLFLOWER BL_ANAHEIM RD
6,1724,-,LONG BEACH BL_PACIFIC COAST HWY
6,1312,A,PACIFIC COAST HWY_ORANGE AV
7,1310,A,PACIFIC COAST HWY_PINE AV
1,1935,A,CARSON ST_CLARK AV
1,940,B,SANTA FE AV_WILLOW ST
3,1708,A,LONG BEACH BL_SPRING ST
3,1516,A,7TH ST_CHANNEL DR
4,1735,A,ANAHEIM ST_ORANGE AV
4,1200,A,ANAHEIM ST_ALAMITOS AV
4,1527,A,DEL AMO BL_LONG BEACH BL
4,800,A,SOUTH ST_PARAMOUNT BL
4,1017,A,BELLFLOWER BL_ANAHEIM RD
6,345,A,LAKEWOOD BL_SPRING ST
1,1915,A,ANAHEIM ST_WALNUT AV
1,1447,A,PACIFIC COAST HWY_ORANGE AV
2,1641,A,PACIFIC COAST HWY_SANTA FE AV
2,2218,A,ATLANTIC AV_MARKET ST
2,23,A,PACIFIC COAST HWY_HARBOR AV
2,1500,A,PACIFIC COAST HWY_PACIFIC AV
3,820,A,CHERRY AV_WARDLOW RD
5,2108,A,7TH ST_OLIVE AV
5,1712,A,ATLANTIC AV_SOUTH ST
5,1207,A,7TH ST_CHANNEL DR
6,1227,A,ATLANTIC AV_SOUTH ST
6,2128,A,SOUTH ST_PARAMOUNT BL
6,2122,A,PACIFIC COAST HWY_ANAHEIM ST
2,1150,A,7TH ST_LONG BEACH BL
2,2008,A,CHERRY AV_10TH ST
3,1630,A,PACIFIC AV_PACIFIC COAST HWY
3,0,A,CHERRY AV_SOUTH ST
3,1655,A,PACIFIC COAST HWY_LONG BEACH BL
3,2112,A,PACIFIC COAST HWY_LONG BEACH BL
4,1513,A,PACIFIC COAST HWY_ORANGE AV
4,1754,A,ANAHEIM ST_OBISPO AV
5,2344,A,CARSON ST_CLARK AV
6,1325,A,DEL AMO BL_CHERRY AV
7,27,A,CHERRY AV_10TH ST
2,744,A,7TH ST_XIMENO AV
2,1353,A,ATLANTIC AV_10TH ST
3,2025,A,PACIFIC AV_PACIFIC COAST HWY
3,705,A,7TH ST_XIMENO AV
3,745,A,7TH ST_ORANGE AV
3,1738,A,7TH ST_XIMENO AV
3,1900,A,BELLFLOWER BL_ANAHEIM RD
3,1620,A,ANAHEIM ST_MAGNOLIA AV
5,1512,A,7TH ST_BELLFLOWER BL
5,1430,A,PACIFIC COAST HWY_SANTA FE AV
7,1130,A,ATLANTIC AV_SOUTH ST
1,724,A,7TH ST_XIMENO AV
1,1552,A,ANAHEIM ST_ORANGE AV
1,550,A,PACIFIC COAST HWY_HARBOR AV
2,2257,A,PACIFIC COAST HWY_PACIFIC AV
3,616,A,ANAHEIM ST_REDONDO AV
3,1535,A,BELLFLOWER BL_LOS COYOTES DIAGONAL
4,2130,A,LAKEWOOD BL_WILLOW ST
5,1643,A,LONG BEACH BL_WILLOW ST
5,1711,A,PACIFIC COAST HWY_LEMON AV
5,2330,A,PACIFIC COAST HWY_STUDEBAKER RD
5,1700,A,7TH ST_BELLFLOWER BL
6,1550,A,7TH ST_REDONDO AV
7,1255,A,PACIFIC COAST HWY_2ND ST
1,2227,C,ANAHEIM ST_ORANGE AV
1,1441,A,ANAHEIM ST_CHERRY AV
1,719,A,LONG BEACH BL_MARKET ST
1,1622,A,ANAHEIM ST_TEMPLE AV
1,1635,A,PACIFIC COAST HWY_2ND ST
2,1400,B,LAKEWOOD BL_OUTER TRAFFIC CIR
2,947,A,ANAHEIM ST_OREGON AV
2,709,B,ANAHEIM ST_WALNUT AV
3,1030,A,PACIFIC COAST HWY_LEMON AV
4,1554,A,PACIFIC COAST HWY_PINE AV
4,1235,A,BELLFLOWER BL_STEARNS ST
4,1420,A,7TH ST_PACIFIC COAST HWY
5,1702,A,7TH ST_LONG BEACH BL
5,1326,A,PACIFIC COAST HWY_TERMINO AV
6,1925,A,DEL AMO BL_LONG BEACH BL
6,2200,A,BELLFLOWER BL_ANAHEIM RD
7,1232,A,ATLANTIC AV_10TH ST
1,1730,A,PACIFIC COAST HWY_TERMINO AV
1,1748,A,LONG BEACH BL_MARKET ST
1,1528,A,LONG BEACH BL_10TH ST
2,1839,A,2ND ST_MARINA DR
2,932,-,TRAFFIC CIR_PACIFIC COAST HWY
3,1147,A,7TH ST_BELLFLOWER BL
4,1620,A,ATLANTIC AV_10TH ST
4,805,A,BROADWAY_CHERRY AV
4,1510,A,PACIFIC COAST HWY_CHERRY AV
5,740,A,CHERRY AV_SOUTH ST
5,2236,A,6TH ST_ATLANTIC AV
6,1804,A,ATLANTIC AV_SOUTH ST
6,2,A,SOUTH ST_DOWNEY AV
7,229,-,PACIFIC COAST HWY_7TH ST
7,1141,A,7TH ST_OLIVE AV
1,1629,A,PACIFIC COAST HWY_LONG BEACH BL
1,1714,A,ANAHEIM ST_OBISPO AV
1,1837,A,PARAMOUNT BL_SOUTH ST
2,1822,A,ATLANTIC AV_SOUTH ST
2,1303,A,ATLANTIC AV_SOUTH ST
3,2102,A,ANAHEIM ST_PACIFIC AV
3,1427,A,ATLANTIC AV_MARKET ST
4,1612,A,SOUTH ST_DOWNEY AV
4,2200,A,PACIFIC COAST HWY_2ND ST
4,1100,A,SPRING ST_PALO VERDE AV
5,2054,A,ANAHEIM ST_REDONDO AV
5,951,A,WILLOW ST_EASY AV
5,1549,A,DEL AMO BL_LONG BEACH BL
5,1108,A,BELLFLOWER BL_ANAHEIM RD
6,1627,A,WILLOW ST_LONG BEACH BL
7,205,A,7TH ST_ORANGE AV
1,407,A,PACIFIC COAST HWY_WALNUT AV
1,1545,A,SPRING ST_PALO VERDE AV
2,900,A,LONG BEACH BL_WARDLOW RD
2,2100,A,PACIFIC COAST HWY_LONG BEACH BL
3,1852,A,LONG BEACH BL_ANAHEIM ST
4,2125,A,7TH ST_CHERRY AV
4,1222,A,REDONDO AV_7TH ST
4,536,A,7TH ST_OLIVE AV
7,1530,C,LONG BEACH BL_10TH ST
7,1654,-,BROADWAY_CHERRY
7,1325,A,7TH ST_REDONDO AV
7,1925,B,7TH ST_ORANGE AV
7,1950,A,LONG BEACH BL_ANAHEIM ST
7,940,A,LONG BEACH BL_10TH ST
1,859,B,LONG BEACH BL_WILLOW ST
1,1045,B,CHERRY AV_SOUTH ST
2,1454,A,ATLANTIC AV_HARDING ST
2,1930,A,PACIFIC COAST HWY_OBISPO AV
2,1145,C,LONG BEACH BL_ANAHEIM ST
3,819,A,ATLANTIC AV_SPRING ST
3,1354,A,STUDEBAKER RD_WILLOW ST
3,1130,B,SPRING ST_PALO VERDE AV
3,1808,A,LONG BEACH BL_WARDLOW RD
4,850,A,SPRING ST_PALO VERDE AV
4,1725,A,7TH ST_OBISPO AV
4,800,A,DEL AMO BL_LONG BEACH BL
7,544,A,WILLOW ST_PACIFIC AV
2,1255,B,WILLOW ST_LONG BEACH BL
2,1632,A,LONG BEACH BL_20TH ST
5,42,A,ANAHEIM ST_ALAMITOS AV
5,840,A,7TH ST_ATLANTIC AV
5,2245,A,SANTA FE AV_WILLOW ST
6,1607,A,ANAHEIM ST_ORANGE AV
7,1441,-,PACIFIC COAST HWY_2ND ST
7,134,A,PACIFIC COAST HWY_7TH ST
7,1200,F,LAKEWOOD BL_SPRING ST
1,1750,A,OCEAN BL_PINE AV
3,945,A,7TH ST_TERMINO AV
3,815,A,7TH ST_BELLFLOWER BL
4,2500,A,PACIFIC COAST HWY_PACIFIC AV
4,1730,A,PACIFIC COAST HWY_PACIFIC AV
6,1226,A,PACIFIC COAST HWY_LONG BEACH BL
6,1417,A,ATLANTIC AV_SPRING ST
1,1810,A,PACIFIC COAST HWY_OBISPO AV
1,1322,A,ANAHEIM ST_ORANGE AV
1,730,A,WARDLOW RD_LONG BEACH BL
1,1705,A,PACIFIC COAST HWY_7TH ST
2,1257,A,CARSON ST_CLARK AV
2,1503,B,7TH ST_OLIVE AV
3,1202,B,PACIFIC COAST HWY_MAGNOLIA AV
3,1238,C,7TH ST_CHANNEL DR
3,1245,C,REDONDO AV_7TH ST
3,850,C,PACIFIC COAST HWY_PACIFIC AV
6,758,A,PACIFIC COAST HWY_LEMON AV
1,931,A,PACIFIC AV_WILLOW ST
2,1531,A,7TH ST_LONG BEACH BL
2,1435,A,7TH ST_ATLANTIC AV
3,2500,A,PACIFIC COAST HWY_ATLANTIC AV
4,1713,A,PACIFIC COAST HWY_CEDAR AV
5,2155,A,LONG BEACH BL_20TH ST
5,1357,A,PACIFIC COAST HWY_MAGNOLIA AV
6,2320,A,WILLOW ST_LONG BEACH BL
7,1250,A,LONG BEACH BL_PACIFIC COAST HWY
7,1505,A,BELLFLOWER BL_STEARNS ST
2,818,A,2ND ST_MARINA DR
2,144,A,ANAHEIM ST_WALNUT AV
3,1715,B,PACIFIC COAST HWY_7TH ST
3,1714,A,PACIFIC COAST HWY_7TH ST
3,1929,A,ATLANTIC AV_HARDING ST
4,1933,A,BROADWAY_CHERRY AV
4,1456,A,PACIFIC COAST HWY_CEDAR AV
5,2322,E,DEL AMO BL_LONG BEACH BL
5,1359,A,LONG BEACH BL_WILLOW ST
5,1112,A,SOUTH ST_DOWNEY AV
6,1643,A,PACIFIC COAST HWY_ANAHEIM ST
7,930,A,OCEAN BL_PINE AV
1,1118,A,SPRING ST_PALO VERDE AV
1,1300,A,ATLANTIC AV_WILLOW ST
2,1828,A,LONG BEACH BL_WARDLOW RD
4,1704,A,STUDEBAKER RD_WILLOW ST
4,1804,A,PACIFIC COAST HWY_CEDAR AV
4,1742,A,PACIFIC COAST HWY_OBISPO AV
5,1100,A,PACIFIC COAST HWY_LONG BEACH BL
5,738,B,PACIFIC AV_WILLOW ST
7,1900,A,7TH ST_LONG BEACH BL
7,1038,A,BELLFLOWER BL_STEARNS ST
2,1434,A,ORANGE AV_PACIFIC COAST HWY
2,58,A,PACIFIC COAST HWY_JUNIPERO AV
2,1318,A,CARSON ST_CLARK AV
2,1250,A,LONG BEACH BL_WARDLOW RD
3,1451,A,LONG BEACH BL_10TH ST
5,930,A,PACIFIC COAST HWY_MAGNOLIA AV
5,930,-,LAKEWOOD BL_WILLOW ST
5,1829,A,PACIFIC COAST HWY_SANTA FE AV
6,1618,A,PACIFIC COAST HWY_2ND ST
6,848,A,SANTA FE AV_WILLOW ST
6,843,A,ANAHEIM ST_ATLANTIC AV
7,1620,A,ATLANTIC AV_WILLOW ST
2,1651,A,BROADWAY_CHERRY
3,814,A,PACIFIC AV_PACIFIC COAST HWY
3,450,E,LAKEWOOD BL_SPRING ST
4,1216,A,PACIFIC COAST HWY_SANTA FE AV
4,811,A,2ND ST_MARINA DR
4,812,A,2ND ST_MARINA DR
4,1842,A,7TH ST_WALNUT AV
4,1400,A,PACIFIC COAST HWY_CHERRY AV
5,1008,B,PACIFIC COAST HWY_HARBOR AV
5,1735,A,PACIFIC AV_PACIFIC COAST HWY
6,822,A,7TH ST_XIMENO AV
7,1600,A,PACIFIC COAST HWY_STUDEBAKER RD
1,730,B,WILLOW ST_EASY AV
3,46,A,LONG BEACH BL_MARKET ST
3,2117,A,7TH ST_WALNUT AV
4,2006,A,PACIFIC COAST HWY_LONG BEACH BL
4,112,A,6TH ST_ATLANTIC AV
4,1058,A,PACIFIC COAST HWY_HARBOR AV
5,1116,A,PACIFIC COAST HWY_PACIFIC AV
5,1500,B,ANAHEIM ST_ATLANTIC AV
1,1053,B,2ND ST_MARINA DR
3,2100,A,PACIFIC COAST HWY_2ND ST
3,1804,A,ANAHEIM ST_CHERRY AV
3,2349,A,PACIFIC COAST HWY_ATLANTIC AV
4,1030,A,LONG BEACH BL_10TH ST
4,846,B,7TH ST_ORANGE AV
5,1959,A,SANTA FE AV_WILLOW ST
5,1133,A,STUDEBAKER RD_WILLOW ST
5,859,A,TRAFFIC CIR_PACIFIC COAST HWY
6,1515,B,ATLANTIC AV_SOUTH ST
6,1307,C,WILLOW ST_LONG BEACH BL
7,2127,C,PACIFIC COAST HWY_2ND ST
7,516,A,PACIFIC COAST HWY_ANAHEIM ST
1,700,C,LONG BEACH BL_WARDLOW RD
2,2147,A,7TH ST_PARK AV
2,1614,A,CHERRY AV_PACIFIC COAST HWY
3,532,A,ANAHEIM ST_PACIFIC AV
5,2104,A,PARAMOUNT BL_SOUTH ST
5,2334,A,PACIFIC COAST HWY_CEDAR AV
6,1241,A,7TH ST_PARK AV
6,2045,A,ANAHEIM ST_MAGNOLIA AV
7,1257,A,7TH ST_ORANGE AV
7,1614,A,PACIFIC COAST HWY_ANAHEIM ST
1,710,A,7TH ST_CHERRY AV
2,1817,A,WILLOW ST_LONG BEACH BL
3,1300,A,PACIFIC COAST HWY_ATLANTIC AV
3,1912,A,PACIFIC COAST HWY_LEMON AV
4,1000,A,PACIFIC COAST HWY_CHERRY AV
5,1130,A,PACIFIC COAST HWY_LONG BEACH BL
5,1004,A,WILLOW ST_ATLANTIC AV
1,1330,A,7TH ST_TERMINO AV
2,1223,A,SOUTH ST_DOWNEY AV
2,620,A,PACIFIC COAST HWY_PINE AV
3,1610,A,ANAHEIM ST_REDONDO AV
4,757,A,7TH ST_ORANGE AV
4,1426,B,PACIFIC COAST HWY_SANTA FE AV
4,1149,A,PACIFIC COAST HWY_SANTA FE AV
5,1808,A,PACIFIC COAST HWY_OBISPO AV
6,2110,A,DEL AMO BL_LONG BEACH BL
6,1935,A,LONG BEACH BL_20TH ST
7,54,A,PACIFIC COAST HWY_LEMON AV
7,844,A,7TH ST_REDONDO AV
7,1311,A,PACIFIC COAST HWY_2ND ST
3,1215,A,7TH ST_ATLANTIC AV
3,724,A,PALO VERDE AV_WOODRUFF AV
4,2242,A,6TH ST_ATLANTIC AV
4,811,A,7TH ST_PARK AV
5,1800,A,LONG BEACH BL_PACIFIC COAST HWY
5,2054,A,DEL AMO BL_LONG BEACH BL
5,1300,A,ATLANTIC AV_SPRING ST
1,1117,A,ANAHEIM ST_PACIFIC AV
3,1227,A,WILLOW ST_EASY AV
3,1345,A,LONG BEACH BL_WARDLOW RD
3,2158,A,PALO VERDE AV_STEARNS ST
4,1150,A,TRAFFIC CIR_PACIFIC COAST HWY
4,2110,A,PALO VERDE AV_STEARNS ST
5,1257,A,7TH ST_LONG BEACH BL
5,1311,A,PACIFIC COAST HWY_PACIFIC AV
7,2208,A,ANAHEIM ST_ORANGE AV
7,1615,A,WARDLOW RD_PACIFIC PL
7,142,A,7TH ST_XIMENO AV
3,1625,A,LONG BEACH BL_PACIFIC COAST HWY
4,1525,A,7TH ST_ATLANTIC AV
5,1503,A,7TH ST_LONG BEACH BL
5,1830,A,PACIFIC COAST HWY_PACIFIC AV
6,2101,A,ANAHEIM ST_ALAMITOS AV
6,1510,A,7TH ST_ATLANTIC AV
6,1645,A,PARAMOUNT BL_SOUTH ST
7,108,A,PACIFIC COAST HWY_MAGNOLIA AV
7,2216,A,ANAHEIM ST_REDONDO AV
7,1550,A,7TH ST_CHANNEL DR
2,1537,B,PACIFIC COAST HWY_MAGNOLIA AV
3,1916,B,PACIFIC COAST HWY_LONG BEACH BL
5,1229,A,7TH ST_PACIFIC COAST HWY
6,1945,A,ATLANTIC AV_SPRING ST
6,2050,A,PACIFIC COAST HWY_STUDEBAKER RD
6,2300,C,LAKEWOOD BL_OUTER TRAFFIC CIR
6,1234,A,OCEAN BL_PINE AV
7,1300,A,WILLOW ST_LONG BEACH BL
1,1818,A,ATLANTIC AV_WARDLOW RD
2,1657,A,CHERRY AV_PACIFIC COAST HWY
3,1930,A,6TH ST_ATLANTIC AV
4,1550,A,TRAFFIC CIR_PACIFIC COAST HWY
4,1020,A,OCEAN BL_PINE AV
6,1134,A,PACIFIC COAST HWY_ATLANTIC AV
6,1310,A,PACIFIC COAST HWY_LEMON AV
6,955,A,LONG BEACH BL_MARKET ST
6,1212,A,CHERRY AV_SOUTH ST
6,201,A,REDONDO AV_ANAHEIM ST
7,2205,A,PACIFIC COAST HWY_PINE AV
7,1824,A,BROADWAY_CHERRY AV
1,2211,C,PACIFIC COAST HWY_MAGNOLIA AV
1,2355,C,LONG BEACH BL_WILLOW ST
1,915,B,ATLANTIC AV_SPRING ST
1,745,B,BELLFLOWER BL_ANAHEIM RD
1,1850,C,PACIFIC COAST HWY_2ND ST
2,520,C,TRAFFIC CIR_PACIFIC COAST HWY
4,1120,A,LONG BEACH BL_SPRING ST
4,1000,A,CHERRY AV_PACIFIC COAST HWY
5,1615,C,PACIFIC COAST HWY_LONG BEACH BL
6,2051,A,PACIFIC COAST HWY_STUDEBAKER RD
6,2116,A,PACIFIC COAST HWY_LONG BEACH BL
7,1015,A,7TH ST_OLIVE AV
1,1117,A,WILLOW ST_ATLANTIC AV
1,748,A,BELLFLOWER BL_LOS COYOTES DIAGONAL
2,1953,A,PARAMOUNT BL_SOUTH ST
2,615,A,2ND ST_MARINA DR
3,1616,A,LONG BEACH BL_SPRING ST
3,655,A,PACIFIC COAST HWY_2ND ST
3,1022,A,DEL AMO BL_LONG BEACH BL
4,900,A,PACIFIC COAST HWY_MAGNOLIA AV
5,1644,B,LONG BEACH BL_WARDLOW RD
5,2115,B,DEL AMO BL_LONG BEACH BL
5,2106,A,7TH ST_CHERRY AV
6,120,C,PACIFIC COAST HWY_ORANGE AV
6,1924,A,7TH ST_XIMENO AV
6,1135,B,ANAHEIM ST_OBISPO AV
6,1523,B,PACIFIC COAST HWY_LONG BEACH BL
7,44,G,CHERRY AV_PACIFIC COAST HWY
7,1938,B,LONG BEACH BL_WILLOW ST
2,1835,A,ATLANTIC AV_SOUTH ST
2,700,A,WILLOW ST_ATLANTIC AV
2,1213,A,PACIFIC COAST HWY_2ND ST
3,1730,A,PACIFIC COAST HWY_HARBOR AV
4,645,A,PACIFIC COAST HWY_LEMON AV
4,1154,A,REDONDO AV_ANAHEIM ST
5,1645,C,LAKEWOOD BL_OUTER TRAFFIC CIR
6,1915,A,LAKEWOOD BL_OUTER TRAFFIC CIR
1,2218,C,PACIFIC COAST HWY_ANAHEIM ST
2,725,A,OCEAN BL_MAGNOLIA AV
2,1400,A,ATLANTIC AV_SPRING ST
2,1750,A,7TH ST_CHERRY AV
3,1929,A,REDONDO AV_7TH ST
3,1424,A,7TH ST_XIMENO AV
5,2155,A,WILLOW ST_EASY AV
6,2030,A,WILLOW ST_PACIFIC AV
7,16,A,LONG BEACH BL_20TH ST
7,151,-,CARSON ST_CLARK AV
7,1700,A,PACIFIC COAST HWY_SANTA FE AV
2,800,B,OCEAN BL_MAGNOLIA AV
2,1618,C,WILLOW ST_ATLANTIC AV
2,1810,C,7TH ST_ORANGE AV
2,1923,C,PACIFIC COAST HWY_CEDAR AV
4,1645,B,BELLFLOWER BL_STEARNS ST
4,1058,A,CHERRY AV_WARDLOW RD
5,143,B,7TH ST_PARK AV
5,1925,A,7TH ST_OBISPO AV
5,2000,A,OCEAN BL_PINE AV
5,2245,A,PACIFIC COAST HWY_HARBOR AV
6,1514,A,SOUTH ST_DOWNEY AV
6,2200,A,ANAHEIM ST_CHERRY AV
2,1621,B,PACIFIC COAST HWY_LONG BEACH BL
2,2500,C,ATLANTIC AV_WARDLOW RD
2,1130,C,2ND ST_MARINA DR
2,1625,C,PACIFIC AV_PACIFIC COAST HWY
2,1416,C,ATLANTIC AV_SOUTH ST
3,1430,A,7TH ST_WALNUT AV
6,1203,A,ANAHEIM ST_TEMPLE AV
7,1259,A,7TH ST_CHANNEL DR
7,2129,A,OCEAN BL_LINDEN AV
1,1439,A,7TH ST_REDONDO AV
1,830,A,OCEAN BL_LINDEN AV
2,2039,A,ATLANTIC AV_HARDING ST
2,1352,A,SPRING ST_PALO VERDE AV
4,117,A,7TH ST_REDONDO AV
6,1703,A,7TH ST_PACIFIC COAST HWY
7,1309,A,PACIFIC COAST HWY_2ND ST
7,200,A,ANAHEIM ST_WALNUT AV
2,1438,A,ATLANTIC AV_WARDLOW RD
2,1120,A,OCEAN BL_PINE AV
4,2025,A,6TH ST_ATLANTIC AV
4,1145,A,TRAFFIC CIR_PACIFIC COAST HWY
5,1405,A,ANAHEIM ST_CHERRY AV
1,1839,A,PARAMOUNT BL_SOUTH ST
2,810,B,ANAHEIM ST_WALNUT AV
2,1450,A,ANAHEIM ST_WALNUT AV
3,806,A,7TH ST_XIMENO AV
3,644,A,CHERRY AV_WARDLOW RD
6,2057,A,PALO VERDE AV_STEARNS ST
6,1420,A,6TH ST_ATLANTIC AV
6,1649,A,ANAHEIM ST_MAGNOLIA AV
7,2012,A,7TH ST_REDONDO AV
7,1155,A,LONG BEACH BL_WARDLOW RD
1,1746,A,7TH ST_PARK AV
2,1946,A,WARDLOW RD_PACIFIC PL
2,1645,A,ANAHEIM ST_TEMPLE AV
3,1747,A,ATLANTIC AV_WARDLOW RD
4,1700,A,WILLOW ST_PACIFIC AV
5,717,A,PACIFIC AV_PACIFIC COAST HWY
6,1050,A,PACIFIC COAST HWY_ATLANTIC AV
7,2242,A,STUDEBAKER RD_WILLOW ST
1,1736,A,LONG BEACH BL_20TH ST
1,1021,A,OCEAN BL_LINDEN AV
2,1631,A,PACIFIC COAST HWY_TERMINO AV
3,1948,A,PACIFIC AV_PACIFIC COAST HWY
5,2250,-,7TH ST_ATLANTIC AV
5,838,A,TRAFFIC CIR_PACIFIC COAST HWY
5,1128,A,PACIFIC COAST HWY_MAGNOLIA AV
5,1250,A,SOUTH ST_PARAMOUNT BL
5,604,A,CHERRY AV_WARDLOW RD
6,1838,A,CHERRY AV_WARDLOW RD
6,1043,A,PACIFIC COAST HWY_LONG BEACH BL
1,1200,A,ANAHEIM ST_OREGON AV
1,1230,A,LONG BEACH BL_WARDLOW RD
2,1803,A,7TH ST_CHERRY AV
4,2500,B,ATLANTIC AV_SPRING ST
4,1654,A,PACIFIC COAST HWY_CEDAR AV
4,2145,A,7TH ST_PARK AV
5,140,A,7TH ST_PACIFIC COAST HWY
5,1146,A,WILLOW ST_EASY AV
5,2248,A,7TH ST_REDONDO AV
5,1436,A,WILLOW ST_EASY AV
7,715,B,PACIFIC COAST HWY_CEDAR AV
7,653,A,PACIFIC COAST HWY_LONG BEACH BL
2,1442,A,LONG BEACH BL_PACIFIC COAST HWY
3,1030,A,ATLANTIC AV_WILLOW ST
3,1438,A,ATLANTIC AV_WILLOW ST
4,1147,A,7TH ST_XIMENO AV
6,1111,A,LONG BEACH BL_PACIFIC COAST HWY
7,1115,A,SOUTH ST_PARAMOUNT BL
1,1326,A,DEL AMO BL_CHERRY AV
1,1648,A,PACIFIC COAST HWY_ATLANTIC AV
2,701,A,ANAHEIM ST_ORANGE AV
2,1515,A,PACIFIC COAST HWY_ORANGE AV
2,1023,A,PACIFIC COAST HWY_LONG BEACH BL
3,1659,A,ANAHEIM ST_TEMPLE AV
3,845,A,DEL AMO BL_CHERRY AV
3,1416,A,LAKEWOOD BL_SPRING ST
4,732,A,ANAHEIM ST_PACIFIC AV
7,2500,A,REDONDO AV_ANAHEIM ST
7,1550,A,ATLANTIC AV_HARDING ST
2,1528,A,ATLANTIC AV_HARDING ST
2,1023,A,BELLFLOWER BL_STEARNS ST
3,1439,A,7TH ST_XIMENO AV
4,1846,A,OCEAN BL_PINE AV
4,910,A,LONG BEACH BL_20TH ST
6,155,A,ANAHEIM ST_OREGON AV
6,2151,A,7TH ST_REDONDO AV
7,429,B,LAKEWOOD BL_WILLOW ST
1,2030,A,LONG BEACH BL_WILLOW ST
3,1330,A,OCEAN BL_LINDEN AV
3,1231,A,7TH ST_PARK AV
3,823,A,PARAMOUNT BL_SOUTH ST
4,1031,A,LONG BEACH BL_WILLOW ST
4,901,A,LAKEWOOD BL_OUTER TRAFFIC CIR
5,912,A,ANAHEIM ST_OREGON AV
7,1446,A,7TH ST_REDONDO AV
7,1509,A,STUDEBAKER RD_WILLOW ST
2,1545,A,WILLOW ST_PACIFIC AV
2,2255,A,LONG BEACH BL_WILLOW ST
3,1923,A,ANAHEIM ST_PACIFIC AV
3,221,A,ANAHEIM ST_OBISPO AV
5,1633,A,ATLANTIC AV_WILLOW ST
6,235,A,PACIFIC COAST HWY_PINE AV
6,2341,A,PACIFIC COAST HWY_CHERRY AV
6,2500,A,LAKEWOOD BL_WILLOW ST
2,1611,A,ANAHEIM ST_CHERRY AV
2,1500,A,SPRING ST_PALO VERDE AV
2,1902,A,PACIFIC COAST HWY_PINE AV
2,1410,A,LONG BEACH BL_WARDLOW RD
3,752,-,7TH ST_XIMENO AV
5,643,A,7TH ST_ATLANTIC AV
7,234,A,PACIFIC COAST HWY_HARBOR AV
7,122,A,WARDLOW RD_LONG BEACH BL
7,2100,A,SOUTH ST_DOWNEY AV
7,1610,A,WILLOW ST_EASY AV
3,1245,A,7TH ST_LONG BEACH BL
3,1151,A,ANAHEIM ST_CHERRY AV
4,2320,A,ANAHEIM ST_REDONDO AV
5,1455,A,LONG BEACH BL_WARDLOW RD
6,755,A,ANAHEIM ST_ORANGE AV
7,1328,A,BROADWAY_CHERRY
1,1700,A,LONG BEACH BL_MARKET ST
1,1049,A,ANAHEIM ST_PACIFIC AV
3,1500,A,PACIFIC COAST HWY_ORANGE AV
3,1005,A,7TH ST_PACIFIC COAST HWY
3,1100,A,REDONDO AV_7TH ST
4,935,A,PACIFIC COAST HWY_LONG BEACH BL
5,1625,-,PACIFIC COAST HWY_ANAHEIM ST
5,1533,A,CARSON ST_CLARK AV
7,655,A,7TH ST_PACIFIC COAST HWY
7,1700,A,7TH ST_CHANNEL DR
1,1700,A,ANAHEIM ST_PACIFIC AV
2,1600,A,CARSON ST_CLARK AV
2,1126,A,2ND ST_MARINA DR
4,2248,A,7TH ST_ORANGE AV
4,915,A,7TH ST_BELLFLOWER BL
5,1633,A,7TH ST_OBISPO AV
6,1434,-,PACIFIC COAST HWY_2ND ST
7,1502,A,6TH ST_ATLANTIC AV
1,1733,A,ATLANTIC AV_WARDLOW RD
1,1039,A,2ND ST_MARINA DR
2,852,A,OCEAN BL_PINE AV
3,1700,A,PACIFIC COAST HWY_PINE AV
4,1328,A,ATLANTIC AV_WILLOW ST
4,1552,A,ANAHEIM ST_ATLANTIC AV
5,1625,A,LONG BEACH BL_WARDLOW RD
5,1249,A,ANAHEIM ST_OREGON AV
5,1714,A,ATLANTIC AV_WILLOW ST
6,1648,A,7TH ST_CHANNEL DR
6,1708,A,PACIFIC COAST HWY_STUDEBAKER RD
2,1305,A,ANAHEIM ST_ATLANTIC AV
2,1525,A,7TH ST_LONG BEACH BL
2,1848,A,ATLANTIC AV_10TH ST
2,1951,A,ATLANTIC AV_WILLOW ST
3,548,A,WILLOW ST_PACIFIC AV
4,1735,B,OCEAN BL_LINDEN AV
5,2107,A,WILLOW ST_EASY AV
5,1650,A,BELLFLOWER BL_LOS COYOTES DIAGONAL
6,219,A,7TH ST_BELLFLOWER BL
6,301,A,OCEAN BL_MAGNOLIA AV
1,1656,A,PACIFIC COAST HWY_ORANGE AV
1,1453,A,LONG BEACH BL_MARKET ST
2,1751,A,BROADWAY_CHERRY
